도메인,시스템,모듈러시스템,부품,사양,단가,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10
,,,부품10,사양A,132,-,-,공용,-,공용,-,-,-,공용,-
파워트레인,시스템15,모듈러075,부품01,사양A,179,공용,-,-,-,-,신규,-,공용,-,-
,,,부품01,사양B,125,신규,신규,-,-,-,신규,공용,공용,-,-
,,,부품02,사양A,200,-,신규,-,공용,-,-,-,신규,공용,신규
,,,부품03,사양A,240,공용,-,-,-,공용,-,신규,신규,신규,-
,,,부품04,사양A,203,신규,-,-,신규,신규,공용,신규,-,-,신규
,,,부품04,사양B,453,-,-,-,-,-,신규,신규,-,-,-
,,,부품05,사양A,451,공용,-,-,-,-,-,-,-,-,-
,,,부품05,사양B,430,공용,-,-,-,-,공용,공용,공용,신규,신규
,,,부품06,사양A,270,-,신규,-,-,공용,신규,-,-,-,-
,,,부품07,사양A,219,공용,-,-,공용,공용,-,-,-,-,공용
,,,부품07,사양B,466,신규,신규,신규,공용,-,신규,-,신규,-,-
,,,부품08,사양A,272,공용,-,공용,-,신규,-,공용,공용,-,공용
,,,부품09,사양A,472,-,-,-,-,신규,공용,-,-,-,-
,,,부품09,사양B,252,-,-,-,-,신규,-,-,신규,신규,-
,,,부품10,사양A,424,공용,-,-,-,신규,-,-,-,공용,신규
파워트레인,시스템16,모듈러076,부품01,사양A,77,-,공용,-,-,신규,-,-,-,-,-
,,,부품01,사양B,300,공용,-,-,공용,-,-,-,-,신규,-
,,,부품02,사양A,34,공용,신규,공용,신규,신규,신규,공용,-,-,신규
,,,부품03,사양A,314,공용,-,신규,-,-,-,-,-,-,-
,,,부품04,사양A,76,-,신규,공용,-,신규,신규,공용,-,-,신규
,,,부품05,사양A,167,-,-,-,-,공용,-,-,-,-,-
,,,부품06,사양A,300,-,-,-,공용,공용,-,공용,-,-,공용
,,,부품06,사양B,162,-,-,-,-,-,공용,공용,-,-,-
,,,부품07,사양A,326,공용,-,공용,-,-,-,-,-,-,-
,,,부품07,사양B,178,공용,신규,신규,공용,공용,-,공용,-,공용,-
,,,부품08,사양A,207,공용,-,공용,신규,-,공용,-,신규,-,신규
,,,부품09,사양A,142,-,신규,-,신규,-,신규,공용,-,-,공용
,,,부품09,사양B,273,신규,신규,-,-,공용,-,공용,-,신규,공용
,,,부품10,사양A,196,-,-,-,신규,-,공용,-,-,신규,공용
파워트레인,시스템16,모듈러077,부품01,사양A,76,-,-,-,-,신규,-,-,신규,-,-
,,,부품01,사양B,308,공용,-,-,-,-,-,-,-,공용,신규
,,,부품02,사양A,132,공용,-,신규,-,-,공용,-,-,-,-
,,,부품02,사양B,426,공용,-,-,공용,-,-,-,공용,-,신규
,,,부품03,사양A,158,공용,공용,-,신규,신규,-,-,신규,신규,신규
,,,부품04,사양A,87,-,공용,신규,공용,-,-,-,-,-,-
,,,부품04,사양B,185,-,-,-,신규,-,-,-,-,-,-
,,,부품05,사양A,467,-,공용,공용,신규,-,신규,신규,-,-,-
,,,부품05,사양B,317,-,-,-,-,-,-,신규,신규,-,-
,,,부품06,사양A,396,신규,-,신규,-,공용,-,신규,신규,-,공용
,,,부품07,사양A,409,공용,-,신규,-,-,-,-,신규,-,-
,,,부품08,사양A,363,신규,-,신규,-,-,신규,-,-,공용,신규
,,,부품08,사양B,406,-,신규,-,-,공용,-,-,공용,-,-
,,,부품09,사양A,442,-,신규,공용,-,신규,신규,-,-,신규,-
,,,부품09,사양B,178,신규,공용,신규,-,-,신규,-,-,공용,신규
,,,부품10,사양A,95,공용,-,-,신규,-,-,신규,-,신규,-
샤시,시스템16,모듈러078,부품01,사양A,429,-,-,-,-,-,-,-,신규,신규,-
,,,부품01,사양B,73,신규,-,신규,-,-,공용,-,-,-,공용
,,,부품02,사양A,211,신규,신규,신규,-,-,-,공용,-,-,-
,,,부품02,사양B,117,-,신규,공용,신규,-,-,-,신규,신규,-
,,,부품03,사양A,269,-,공용,공용,신규,공용,-,공용,-,-,-
,,,부품04,사양A,247,공용,-,-,-,-,-,공용,-,-,신규
,,,부품04,사양B,493,-,신규,-,-,-,신규,공용,-,-,공용
,,,부품05,사양A,149,공용,-,-,-,-,-,신규,-,-,-
,,,부품05,사양B,314,-,-,-,-,공용,-,공용,-,공용,-
,,,부품06,사양A,400,-,-,-,-,공용,공용,-,-,-,신규
,,,부품07,사양A,391,신규,-,-,-,신규,-,-,-,신규,-
,,,부품08,사양A,415,신규,공용,-,-,-,공용,공용,-,-,-
,,,부품08,사양B,185,-,공용,-,신규,-,-,-,-,공용,공용
,,,부품09,사양A,24,-,-,신규,-,-,-,신규,-,신규,-
,,,부품10,사양A,196,-,-,신규,-,공용,공용,-,-,신규,-
파워트레인,시스템16,모듈러079,부품01,사양A,435,공용,신규,-,-,-,공용,-,-,공용,-
,,,부품02,사양A,26,공용,-,-,공용,-,신규,-,신규,-,-
,,,부품03,사양A,404,-,공용,-,-,-,-,-,신규,신규,-
,,,부품03,사양B,154,-,-,-,-,신규,-,신규,-,-,공용
,,,부품04,사양A,293,신규,신규,-,-,-,-,-,-,-,-
,,,부품05,사양A,408,신규,공용,신규,-,-,-,-,신규,공용,신규
,,,부품06,사양A,350,-,-,신규,-,신규,신규,-,공용,-,공용
,,,부품07,사양A,52,신규,-,-,-,-,-,공용,-,-,신규
,,,부품08,사양A,299,-,신규,-,-,-,공용,공용,-,공용,공용
,,,부품08,사양B,36,-,-,공용,신규,-,-,공용,-,-,-
,,,부품09,사양A,147,공용,신규,-,신규,신규,-,공용,신규,-,신규
,,,부품09,사양B,489,-,-,-,-,신규,-,-,신규,-,-
,,,부품10,사양A,308,-,신규,-,-,-,공용,-,-,-,신규
,,,부품10,사양B,95,신규,신규,-,공용,신규,공용,-,-,공용,-
샤시,시스템16,모듈러080,부품01,사양A,121,공용,공용,신규,-,공용,-,신규,-,-,신규
,,,부품01,사양B,124,공용,-,공용,-,공용,-,-,-,-,공용
,,,부품02,사양A,368,-,신규,공용,-,-,-,-,공용,신규,-
,,,부품02,사양B,69,공용,공용,-,-,공용,-,-,-,신규,-
,,,부품03,사양A,491,공용,-,신규,공용,공용,신규,-,신규,신규,공용
,,,부품04,사양A,436,-,-,-,신규,신규,신규,공용,-,신규,공용
,,,부품04,사양B,346,공용,-,공용,신규,신규,신규,신규,-,-,신규
,,,부품05,사양A,252,-,-,공용,-,신규,신규,-,-,공용,공용
,,,부품05,사양B,167,-,신규,신규,공용,-,공용,-,공용,-,신규
,,,부품06,사양A,42,공용,-,공용,신규,-,-,-,-,-,공용
,,,부품07,사양A,187,-,-,-,-,-,-,공용,-,-,신규
,,,부품08,사양A,56,공용,-,공용,공용,-,신규,-,신규,-,-
,,,부품08,사양B,306,-,신규,-,-,-,-,공용,-,신규,공용
,,,부품09,사양A,481,신규,-,신규,-,-,-,공용,신규,-,-
,,,부품10,사양A,11,-,-,-,-,공용,-,-,공용,-,-
전장,시스템17,모듈러081,부품01,사양A,230,-,공용,-,-,-,-,-,공용,공용,신규
,,,부품01,사양B,363,신규,공용,-,신규,신규,-,-,-,신규,신규
,,,부품02,사양A,141,공용,-,신규,-,신규,-,-,-,신규,-
,,,부품02,사양B,122,-,-,신규,-,-,-,-,신규,-,-
,,,부품03,사양A,312,공용,공용,-,공용,공용,-,-,공용,공용,-
,,,부품03,사양B,408,공용,-,신규,-,-,신규,-,-,-,-
,,,부품04,사양A,283,-,공용,-,공용,공용,신규,-,-,-,-
,,,부품04,사양B,371,-,-,-,신규,신규,공용,-,신규,-,-
,,,부품05,사양A,322,-,-,-,-,-,신규,신규,공용,-,-
,,,부품05,사양B,351,신규,-,-,-,-,신규,-,-,-,공용
,,,부품06,사양A,115,-,-,공용,공용,공용,-,공용,공용,신규,-
,,,부품07,사양A,379,공용,-,공용,-,-,-,신규,공용,-,신규
,,,부품08,사양A,429,공용,-,-,-,-,-,신규,신규,-,-
,,,부품09,사양A,488,신규,공용,-,-,신규,-,-,-,-,신규
,,,부품09,사양B,233,-,신규,공용,-,공용,신규,-,-,-,공용
,,,부품10,사양A,193,-,-,-,-,-,신규,-,-,-,신규
,,,부품10,사양B,182,신규,공용,-,-,공용,-,신규,공용,신규,-
파워트레인,시스템17,모듈러082,부품01,사양A,242,-,-,신규,신규,신규,-,신규,-,-,-
,,,부품02,사양A,263,공용,-,-,-,공용,공용,공용,신규,-,-
,,,부품03,사양A,497,신규,-,-,-,신규,-,신규,-,-,-
,,,부품04,사양A,285,-,공용,-,신규,-,-,-,-,-,공용
,,,부품05,사양A,331,공용,공용,공용,-,-,-,신규,신규,신규,-
,,,부품06,사양A,175,신규,신규,공용,-,-,공용,-,-,-,-
,,,부품06,사양B,83,-,-,-,-,공용,-,-,신규,신규,-
,,,부품07,사양A,144,신규,-,공용,-,공용,-,공용,-,-,공용
,,,부품07,사양B,57,-,-,-,공용,-,공용,-,공용,공용,-
,,,부품08,사양A,370,신규,-,-,-,공용,-,-,공용,신규,신규
,,,부품09,사양A,250,공용,-,-,공용,-,-,-,-,-,신규
,,,부품10,사양A,191,-,-,-,신규,신규,신규,-,-,신규,-
의장,시스템17,모듈러083,부품01,사양A,191,공용,-,-,-,공용,-,-,신규,-,-
,,,부품02,사양A,190,-,-,-,신규,-,-,-,-,신규,-
,,,부품03,사양A,81,-,-,-,-,공용,-,신규,공용,-,-
,,,부품04,사양A,275,공용,-,-,공용,-,공용,-,공용,신규,-
,,,부품04,사양B,119,공용,-,신규,-,-,-,-,공용,-,-
,,,부품05,사양A,217,공용,신규,공용,공용,-,-,공용,-,-,-
,,,부품06,사양A,98,-,공용,-,-,공용,-,-,-,-,-
,,,부품06,사양B,260,신규,-,-,-,-,신규,-,신규,공용,신규
,,,부품07,사양A,94,공용,-,-,공용,신규,신규,-,공용,신규,-
,,,부품08,사양A,269,-,공용,신규,-,-,신규,-,-,-,공용
,,,부품09,사양A,309,-,-,-,-,신규,-,-,공용,공용,-
,,,부품10,사양A,302,공용,공용,공용,공용,-,-,신규,-,-,-
바디,시스템17,모듈러084,부품01,사양A,339,-,-,공용,-,-,-,공용,공용,공용,-
,,,부품01,사양B,214,공용,-,신규,-,-,신규,-,-,공용,공용
,,,부품02,사양A,291,신규,신규,-,-,공용,-,-,-,-,공용
,,,부품02,사양B,400,-,-,-,신규,-,-,공용,-,-,-
,,,부품03,사양A,81,-,공용,-,신규,-,-,-,-,-,공용
,,,부품03,사양B,32,-,-,-,-,-,신규,신규,-,-,-
,,,부품04,사양A,483,공용,신규,신규,신규,-,-,신규,-,신규,공용
,,,부품05,사양A,482,-,-,-,공용,-,신규,-,공용,-,신규
,,,부품06,사양A,343,-,-,신규,신규,신규,-,신규,공용,-,신규
,,,부품06,사양B,254,-,신규,공용,신규,-,-,-,신규,-,신규
,,,부품07,사양A,174,신규,공용,공용,-,-,-,신규,-,-,-
,,,부품08,사양A,418,-,신규,신규,-,신규,-,-,-,-,-
,,,부품09,사양A,245,공용,공용,-,공용,-,신규,신규,신규,공용,-
,,,부품09,사양B,491,공용,신규,-,신규,-,-,신규,신규,-,공용
,,,부품10,사양A,425,-,신규,신규,공용,-,-,공용,신규,공용,-
,,,부품10,사양B,195,-,공용,-,-,공용,공용,-,공용,-,신규
전장,시스템17,모듈러085,부품01,사양A,306,-,공용,공용,-,-,-,공용,공용,-,공용
,,,부품01,사양B,476,-,-,-,-,-,-,-,-,-,-
,,,부품02,사양A,351,신규,-,공용,-,-,공용,-,공용,신규,-
,,,부품03,사양A,100,공용,공용,-,공용,신규,-,공용,공용,-,-
,,,부품04,사양A,361,신규,-,공용,-,-,-,-,공용,-,신규
,,,부품05,사양A,16,-,-,-,공용,-,-,신규,-,-,공용
,,,부품05,사양B,417,-,-,공용,신규,-,신규,-,-,-,공용
,,,부품06,사양A,456,-,-,신규,-,-,공용,-,공용,신규,공용
,,,부품07,사양A,250,-,신규,-,-,-,-,-,신규,공용,-
,,,부품08,사양A,315,-,신규,-,-,-,-,-,-,신규,-
,,,부품09,사양A,92,-,-,-,-,공용,-,공용,-,-,-
,,,부품10,사양A,427,-,-,-,신규,-,-,-,-,-,-
의장,시스템18,모듈러086,부품01,사양A,466,공용,-,신규,-,공용,-,-,-,-,공용
,,,부품02,사양A,128,신규,공용,-,신규,신규,-,신규,공용,-,-
,,,부품03,사양A,168,-,신규,공용,-,-,-,신규,신규,-,공용
,,,부품03,사양B,344,신규,-,-,-,-,-,-,-,-,-
,,,부품04,사양A,271,공용,-,-,공용,신규,-,공용,-,공용,-
,,,부품05,사양A,492,-,공용,공용,공용,공용,공용,-,공용,공용,-
,,,부품06,사양A,400,-,신규,-,-,신규,신규,-,-,공용,-
,,,부품06,사양B,381,-,신규,신규,공용,-,-,-,신규,-,-
,,,부품07,사양A,196,-,-,-,신규,신규,-,-,-,공용,-
,,,부품08,사양A,214,공용,신규,-,-,신규,-,신규,-,-,-
,,,부품09,사양A,214,-,신규,공용,-,공용,공용,공용,신규,-,신규
,,,부품10,사양A,326,-,-,-,공용,공용,공용,공용,공용,신규,공용
,,,부품10,사양B,327,공용,-,-,-,-,공용,신규,공용,신규,신규
파워트레인,시스템18,모듈러087,부품01,사양A,317,공용,공용,공용,신규,공용,-,공용,-,-,-
,,,부품01,사양B,384,-,-,-,-,-,-,-,-,공용,-
,,,부품02,사양A,299,-,-,신규,공용,공용,-,신규,-,-,-
,,,부품02,사양B,324,-,신규,공용,-,-,-,공용,-,-,공용
,,,부품03,사양A,356,-,-,-,신규,공용,-,-,-,공용,-
,,,부품04,사양A,302,-,-,신규,-,공용,-,-,-,-,-
,,,부품04,사양B,156,공용,공용,-,신규,-,-,-,-,신규,-
,,,부품05,사양A,169,신규,-,신규,-,신규,공용,신규,-,공용,-
,,,부품06,사양A,295,신규,-,-,-,-,-,공용,-,-,-
,,,부품07,사양A,339,신규,공용,-,-,신규,-,-,신규,공용,공용
,,,부품07,사양B,409,-,신규,-,-,-,신규,공용,-,-,-
,,,부품08,사양A,94,-,공용,신규,-,-,-,-,-,신규,-
,,,부품08,사양B,211,-,공용,-,공용,공용,-,공용,공용,공용,-
,,,부품09,사양A,175,-,-,-,-,-,신규,-,공용,신규,-
,,,부품10,사양A,353,-,-,-,신규,-,신규,신규,-,공용,-
,,,부품10,사양B,332,-,-,-,-,-,-,-,-,-,-
전장,시스템18,모듈러088,부품01,사양A,159,-,-,공용,신규,신규,-,신규,공용,공용,-
,,,부품01,사양B,489,공용,-,-,-,-,공용,-,공용,-,공용
,,,부품02,사양A,235,신규,-,신규,-,-,-,-,-,-,-
,,,부품02,사양B,178,-,공용,-,신규,-,-,-,-,신규,신규
,,,부품03,사양A,391,-,-,-,-,신규,-,공용,신규,-,-
,,,부품03,사양B,281,신규,-,-,신규,-,-,신규,-,신규,공용
,,,부품04,사양A,116,-,-,-,신규,신규,신규,-,공용,-,-
,,,부품05,사양A,162,공용,-,공용,-,신규,-,신규,-,-,-
,,,부품05,사양B,434,공용,-,신규,-,-,-,공용,-,-,-
,,,부품06,사양A,117,-,신규,-,공용,-,-,-,공용,공용,-
,,,부품06,사양B,221,신규,-,신규,-,-,-,신규,-,-,-
,,,부품07,사양A,308,신규,-,-,신규,-,공용,신규,-,-,공용
,,,부품07,사양B,234,신규,신규,신규,-,공용,-,-,-,공용,신규
,,,부품08,사양A,98,신규,공용,-,-,신규,공용,신규,신규,-,-
,,,부품08,사양B,31,-,-,-,-,-,-,-,신규,-,-
,,,부품09,사양A,212,-,신규,-,공용,-,-,-,공용,-,공용
,,,부품10,사양A,114,-,-,-,-,공용,공용,공용,-,-,-
바디,시스템18,모듈러089,부품01,사양A,121,-,-,-,-,-,신규,-,신규,-,신규
,,,부품02,사양A,290,-,-,신규,-,-,-,공용,신규,-,공용
,,,부품02,사양B,127,-,공용,-,신규,-,-,공용,공용,-,-
,,,부품03,사양A,473,-,-,공용,-,-,신규,공용,공용,-,-
,,,부품04,사양A,300,-,-,-,-,신규,-,-,공용,신규,-
,,,부품04,사양B,40,공용,-,-,-,공용,공용,-,공용,-,-
,,,부품05,사양A,50,-,공용,공용,공용,-,-,공용,신규,-,-
,,,부품06,사양A,240,신규,-,공용,공용,-,-,신규,신규,-,-
,,,부품07,사양A,127,신규,-,공용,-,공용,-,-,신규,신규,-
,,,부품08,사양A,267,-,신규,신규,공용,-,-,-,-,공용,신규
,,,부품08,사양B,193,-,-,-,-,신규,공용,-,공용,공용,-
,,,부품09,사양A,20,공용,-,신규,공용,-,공용,신규,-,-,-
,,,부품10,사양A,141,-,-,신규,공용,-,-,-,신규,신규,-
,,,부품10,사양B,410,-,-,-,-,-,신규,-,공용,-,-
샤시,시스템18,모듈러090,부품01,사양A,333,공용,-,-,신규,신규,신규,신규,공용,-,공용
,,,부품01,사양B,363,공용,-,-,신규,-,-,-,-,-,공용
,,,부품02,사양A,173,신규,신규,-,-,신규,공용,-,-,-,-
,,,부품03,사양A,195,신규,-,공용,-,공용,공용,신규,공용,-,신규
,,,부품03,사양B,313,공용,-,공용,신규,-,-,-,-,신규,-
,,,부품04,사양A,369,-,공용,-,공용,신규,신규,-,-,-,-
,,,부품05,사양A,241,-,-,-,공용,공용,-,-,신규,-,-
,,,부품05,사양B,304,-,공용,공용,-,-,신규,-,신규,신규,신규
,,,부품06,사양A,347,신규,-,-,-,신규,-,신규,-,-,-
,,,부품07,사양A,249,신규,공용,-,-,공용,-,-,-,-,-
,,,부품08,사양A,323,-,공용,-,공용,-,-,-,-,-,-
,,,부품08,사양B,48,-,-,-,공용,-,공용,-,-,-,-
,,,부품09,사양A,354,신규,신규,-,-,-,-,-,-,신규,-
,,,부품09,사양B,115,신규,-,공용,-,-,-,신규,공용,-,-
,,,부품10,사양A,178,-,-,공용,-,-,-,공용,공용,-,공용
,,,부품10,사양B,285,공용,-,-,-,-,-,-,신규,-,-
의장,시스템19,모듈러091,부품01,사양A,101,공용,-,-,-,-,-,공용,공용,-,공용
,,,부품01,사양B,322,신규,-,-,-,공용,-,-,신규,공용,-
,,,부품02,사양A,148,-,-,-,-,-,신규,-,-,-,-
,,,부품03,사양A,25,공용,-,-,신규,-,-,신규,-,-,-
,,,부품03,사양B,379,-,-,-,신규,공용,공용,-,-,신규,신규
,,,부품04,사양A,366,신규,-,-,-,-,-,신규,-,신규,-
,,,부품04,사양B,481,-,신규,-,공용,신규,-,-,-,-,공용
,,,부품05,사양A,231,공용,-,-,-,-,-,-,-,공용,-
,,,부품06,사양A,500,-,-,-,공용,-,공용,-,공용,신규,-
,,,부품07,사양A,331,공용,-,신규,-,-,-,-,신규,-,공용
,,,부품07,사양B,301,-,-,-,-,-,공용,-,-,공용,-
,,,부품08,사양A,294,공용,공용,공용,공용,-,-,-,신규,신규,-
,,,부품08,사양B,369,-,신규,공용,-,공용,신규,-,-,신규,-
,,,부품09,사양A,270,신규,공용,-,공용,공용,공용,신규,-,-,신규
,,,부품10,사양A,221,-,공용,-,-,신규,-,공용,-,-,-
바디,시스템19,모듈러092,부품01,사양A,303,-,공용,신규,신규,-,-,-,-,-,-
,,,부품01,사양B,199,신규,-,-,-,-,신규,신규,-,-,-
,,,부품02,사양A,482,-,-,신규,-,-,신규,신규,신규,-,공용
,,,부품02,사양B,150,-,신규,공용,-,-,공용,-,-,-,공용
,,,부품03,사양A,384,-,-,-,-,-,공용,-,-,신규,-
,,,부품04,사양A,469,-,신규,-,-,공용,-,-,-,공용,신규
,,,부품04,사양B,56,-,-,-,-,신규,-,신규,-,신규,신규
,,,부품05,사양A,433,-,-,-,-,공용,-,-,신규,-,-
,,,부품06,사양A,52,공용,-,-,-,공용,신규,-,-,-,공용
,,,부품06,사양B,423,-,공용,-,-,공용,공용,-,신규,공용,-
,,,부품07,사양A,375,-,공용,-,-,공용,-,-,-,-,공용
,,,부품08,사양A,313,-,신규,신규,-,-,공용,-,-,-,-
,,,부품09,사양A,495,신규,-,공용,-,-,신규,-,-,-,-
,,,부품10,사양A,169,-,-,-,-,-,-,공용,공용,-,-
의장,시스템19,모듈러093,부품01,사양A,231,-,-,-,-,-,공용,-,-,-,-
,,,부품01,사양B,326,-,-,-,-,-,신규,신규,신규,신규,신규
,,,부품02,사양A,151,-,-,-,-,-,-,-,-,공용,-
,,,부품02,사양B,168,공용,-,-,-,신규,신규,신규,-,공용,-
,,,부품03,사양A,318,-,-,-,-,-,신규,-,공용,-,신규
,,,부품03,사양B,240,-,신규,-,공용,공용,-,공용,공용,-,-
,,,부품04,사양A,422,공용,-,-,-,-,-,-,공용,공용,-
,,,부품04,사양B,111,-,신규,공용,신규,-,공용,-,공용,-,신규
,,,부품05,사양A,308,신규,-,-,신규,-,-,-,공용,-,-
,,,부품05,사양B,49,공용,-,공용,공용,공용,-,-,-,-,-
,,,부품06,사양A,475,-,-,-,신규,-,공용,-,-,-,신규
,,,부품07,사양A,314,신규,-,-,공용,공용,-,-,신규,-,-
,,,부품07,사양B,289,-,신규,-,신규,신규,공용,-,-,-,공용
,,,부품08,사양A,428,공용,-,신규,-,-,신규,신규,공용,-,-
,,,부품08,사양B,122,공용,-,신규,-,-,-,공용,-,-,신규
,,,부품09,사양A,374,-,-,공용,공용,공용,신규,-,-,공용,신규
,,,부품10,사양A,283,-,-,-,-,-,공용,공용,공용,공용,공용
,,,부품10,사양B,131,신규,-,-,-,-,-,-,-,-,-
전장,시스템19,모듈러094,부품01,사양A,253,-,-,-,공용,신규,신규,-,-,-,-
,,,부품01,사양B,232,-,-,-,-,신규,-,-,-,-,-
,,,부품02,사양A,132,신규,-,신규,신규,-,신규,-,-,공용,신규
,,,부품02,사양B,85,-,신규,-,-,-,-,-,공용,신규,-
,,,부품03,사양A,107,신규,-,공용,신규,신규,-,-,-,신규,-
,,,부품03,사양B,202,공용,공용,공용,신규,-,-,공용,-,공용,-
,,,부품04,사양A,389,공용,-,-,-,-,-,공용,-,공용,-
,,,부품04,사양B,288,-,-,공용,-,-,-,-,-,-,-
,,,부품05,사양A,138,-,-,신규,공용,-,-,공용,신규,-,-
,,,부품05,사양B,230,신규,신규,신규,공용,신규,-,신규,-,-,-
,,,부품06,사양A,360,공용,-,-,-,신규,신규,-,-,신규,-
,,,부품07,사양A,321,신규,신규,-,-,공용,공용,-,-,공용,공용
,,,부품07,사양B,61,공용,-,-,-,신규,신규,-,신규,-,-
,,,부품08,사양A,150,-,-,-,-,-,공용,-,신규,-,-
,,,부품09,사양A,392,-,공용,공용,신규,공용,-,공용,신규,-,신규
,,,부품10,사양A,46,신규,-,-,공용,-,-,공용,신규,-,공용
,,,부품10,사양B,205,-,-,신규,공용,공용,공용,-,-,신규,-
의장,시스템19,모듈러095,부품01,사양A,390,-,신규,공용,공용,-,-,-,공용,공용,신규
,,,부품02,사양A,120,신규,신규,공용,공용,-,신규,-,-,-,-
,,,부품02,사양B,90,-,공용,-,-,공용,신규,-,신규,-,-
,,,부품03,사양A,370,-,-,-,-,-,-,-,공용,신규,신규
,,,부품04,사양A,359,-,-,-,공용,-,신규,신규,-,공용,-
,,,부품05,사양A,494,-,신규,-,-,-,공용,-,-,-,-
,,,부품06,사양A,80,-,-,공용,-,신규,-,-,-,-,신규
,,,부품06,사양B,433,-,신규,-,신규,공용,-,공용,-,-,-
,,,부품07,사양A,115,-,-,공용,신규,공용,공용,-,-,-,-
,,,부품07,사양B,364,공용,공용,공용,-,-,신규,-,-,공용,공용
,,,부품08,사양A,136,공용,-,공용,신규,-,공용,공용,-,공용,-
,,,부품09,사양A,471,-,-,공용,-,-,-,-,-,공용,신규
,,,부품10,사양A,234,-,-,-,신규,-,-,신규,-,-,공용
파워트레인,시스템20,모듈러096,부품01,사양A,433,공용,공용,-,-,-,-,-,공용,-,-
,,,부품01,사양B,106,-,신규,-,-,-,공용,-,-,-,-
,,,부품02,사양A,461,신규,신규,공용,-,공용,공용,-,공용,공용,-
,,,부품03,사양A,479,-,-,신규,신규,-,공용,신규,신규,-,공용
,,,부품03,사양B,471,-,신규,-,신규,-,공용,-,-,공용,공용
,,,부품04,사양A,214,-,-,-,-,-,-,-,-,공용,-
,,,부품04,사양B,211,공용,-,-,-,-,-,-,신규,-,-
,,,부품05,사양A,201,-,-,공용,신규,-,신규,-,-,신규,-
,,,부품05,사양B,463,-,-,-,-,신규,-,공용,공용,신규,-
,,,부품06,사양A,24,-,-,-,신규,-,-,-,공용,공용,신규
,,,부품07,사양A,341,-,공용,-,-,-,-,-,-,공용,-
,,,부품08,사양A,287,신규,-,공용,-,신규,-,신규,-,-,공용
,,,부품08,사양B,460,-,공용,-,-,-,-,공용,공용,-,-
,,,부품09,사양A,443,신규,공용,-,공용,-,신규,-,-,공용,신규
,,,부품10,사양A,104,-,신규,-,신규,신규,공용,신규,-,-,공용
,,,부품10,사양B,475,-,공용,-,-,-,신규,-,-,신규,-
샤시,시스템20,모듈러097,부품01,사양A,186,-,-,-,공용,-,신규,-,-,신규,-
,,,부품02,사양A,257,공용,-,-,-,공용,-,공용,공용,신규,공용
,,,부품03,사양A,356,신규,신규,-,공용,공용,-,공용,-,-,-
,,,부품04,사양A,314,-,-,-,-,-,신규,신규,-,공용,-
,,,부품04,사양B,228,-,-,-,-,신규,-,-,신규,공용,-
,,,부품05,사양A,254,신규,-,-,신규,-,공용,-,-,공용,-
,,,부품06,사양A,471,공용,-,-,-,신규,-,-,-,-,공용
,,,부품06,사양B,86,-,공용,-,신규,-,신규,공용,-,신규,-
,,,부품07,사양A,445,신규,신규,-,-,-,-,-,-,신규,-
,,,부품07,사양B,40,-,-,신규,신규,-,-,신규,신규,-,공용
,,,부품08,사양A,282,-,-,공용,-,공용,-,신규,-,-,공용
,,,부품09,사양A,352,신규,-,공용,공용,신규,-,-,-,-,-
,,,부품10,사양A,318,-,-,-,신규,공용,-,-,공용,-,-
,,,부품10,사양B,213,-,-,신규,-,-,-,신규,공용,신규,-
전장,시스템20,모듈러098,부품01,사양A,267,공용,-,-,-,-,-,-,-,공용,-
,,,부품02,사양A,252,-,공용,-,-,-,신규,-,-,-,-
,,,부품02,사양B,478,공용,-,-,-,신규,공용,신규,-,-,-
,,,부품03,사양A,364,-,-,신규,신규,공용,-,-,-,공용,신규
,,,부품03,사양B,269,-,신규,-,-,-,-,-,-,-,-
,,,부품04,사양A,356,-,-,공용,신규,-,신규,-,-,-,-
,,,부품05,사양A,495,-,-,-,신규,-,신규,신규,-,공용,-
,,,부품06,사양A,120,-,-,-,공용,신규,공용,신규,신규,공용,-
,,,부품06,사양B,166,-,공용,공용,공용,신규,-,-,공용,신규,공용
,,,부품07,사양A,392,-,-,-,공용,-,신규,-,-,신규,-
,,,부품08,사양A,109,공용,-,공용,-,공용,-,-,-,-,공용
,,,부품09,사양A,347,신규,-,-,-,-,-,-,-,공용,-
,,,부품10,사양A,113,-,-,신규,-,신규,신규,신규,신규,공용,공용
,,,부품10,사양B,410,-,-,신규,-,공용,신규,-,신규,신규,공용
바디,시스템20,모듈러099,부품01,사양A,27,공용,-,-,-,공용,-,신규,신규,-,신규
,,,부품02,사양A,17,-,-,신규,-,-,-,-,-,-,-
,,,부품03,사양A,471,공용,신규,공용,-,신규,-,-,-,-,신규
,,,부품03,사양B,48,공용,-,신규,신규,-,신규,-,-,-,신규
,,,부품04,사양A,377,-,-,-,신규,공용,-,공용,공용,공용,-
,,,부품05,사양A,421,-,공용,-,-,-,-,-,-,-,-
,,,부품05,사양B,494,-,-,-,-,-,-,공용,공용,-,신규
,,,부품06,사양A,178,-,-,-,신규,신규,신규,-,-,-,-
,,,부품07,사양A,122,신규,-,-,-,-,신규,신규,-,공용,공용
,,,부품07,사양B,487,-,-,-,-,신규,-,-,신규,-,-
,,,부품08,사양A,353,-,공용,공용,-,-,공용,공용,-,공용,-
,,,부품09,사양A,282,-,-,신규,공용,신규,신규,-,신규,-,-
,,,부품09,사양B,302,-,-,신규,-,공용,-,공용,-,공용,-
